Gene	sgRNA	eff
NUDT4	ID_30327	1
NUDT4	ID_30329	1
NUDT4	ID_30330	1
NUDT4	ID_30328	1
CDC42EP2	ID_28071	1
CDC42EP2	ID_28070	1
CDC42EP2	ID_28069	1
CDC42EP2	ID_28072	1
MEMO1	ID_37695	1
MEMO1	ID_37696	1
MEMO1	ID_37698	1
MEMO1	ID_37697	1
TMEM237	ID_48384	1
TMEM237	ID_48383	1
TMEM237	ID_48386	1
TMEM237	ID_48385	1
LYZL2	ID_58120	1
LYZL2	ID_58117	1
LYZL2	ID_58118	1
LYZL2	ID_58119	1
ARSA	ID_1194	1
ARSA	ID_1195	1
ARSA	ID_1196	1
ARSA	ID_1193	1
TOP1	ID_19437	1
TOP1	ID_19439	1
TOP1	ID_19440	1
TOP1	ID_19438	1
TSPY2	ID_47846	1
TSPY2	ID_47844	1
TSPY2	ID_47845	1
TSPY2	ID_47843	1
LRP6	ID_10801	1
LRP6	ID_10804	1
LRP6	ID_10802	1
LRP6	ID_10803	1
UBXN6	ID_51226	1
UBXN6	ID_51223	1
UBXN6	ID_51224	1
UBXN6	ID_51225	1
MED23	ID_24826	1
MED23	ID_24827	1
MED23	ID_24825	1
MED23	ID_24828	1
controlguide839	ID_77280	1
SHISA5	ID_38230	1
SHISA5	ID_38229	1
SHISA5	ID_38228	1
SHISA5	ID_38227	1
ADAM29	ID_30082	1
ADAM29	ID_30079	1
ADAM29	ID_30080	1
ADAM29	ID_30081	1
LCE2B	ID_34815	1
LCE2B	ID_34816	1
LCE2B	ID_34817	1
LCE2B	ID_34818	1
ICT1	ID_9116	1
ICT1	ID_9115	1
ICT1	ID_9114	1
ICT1	ID_9113	1
HIVEP1	ID_8355	1
HIVEP1	ID_8354	1
HIVEP1	ID_8356	1
HIVEP1	ID_8353	1
controlguide982	ID_77423	1
FERD3L	ID_66071	1
FERD3L	ID_66072	1
FERD3L	ID_66070	1
FERD3L	ID_66069	1
PCMTD1	ID_57459	1
PCMTD1	ID_57460	1
PCMTD1	ID_57458	1
PCMTD1	ID_57457	1
controlguide745	ID_77186	1
SVIL	ID_18537	1
SVIL	ID_18539	1
SVIL	ID_18540	1
SVIL	ID_18538	1
MAMDC4	ID_63105	1
MAMDC4	ID_63107	1
MAMDC4	ID_63106	1
MAMDC4	ID_63108	1
FAM214A	ID_44122	1
FAM214A	ID_44120	1
FAM214A	ID_44121	1
FAM214A	ID_44119	1
CD84	ID_23130	1
CD84	ID_23129	1
CD84	ID_23131	1
CD84	ID_23132	1
OR5L1	ID_65251	1
OR5L1	ID_65250	1
OR5L1	ID_65252	1
OR5L1	ID_65249	1
TMEM200C	ID_74001	1
TMEM200C	ID_73999	1
TMEM200C	ID_74000	1
TMEM200C	ID_73998	1
AQP8	ID_966	1
AQP8	ID_967	1
AQP8	ID_965	1
AQP8	ID_968	1
ITGB6	ID_9821	1
ITGB6	ID_9823	1
ITGB6	ID_9824	1
ITGB6	ID_9822	1
CERK	ID_48041	1
CERK	ID_48042	1
CERK	ID_48040	1
CERK	ID_48039	1
CTSH	ID_4255	1
CTSH	ID_4256	1
CTSH	ID_4253	1
CTSH	ID_4254	1
FAM217B	ID_47188	1
FAM217B	ID_47190	1
FAM217B	ID_47187	1
FAM217B	ID_47189	1
IRF2BPL	ID_47517	1
IRF2BPL	ID_47518	1
IRF2BPL	ID_47515	1
IRF2BPL	ID_47516	1
PCDHAC1	ID_44005	1
PCDHAC1	ID_44004	1
PCDHAC1	ID_44003	1
PCDHAC1	ID_44006	1
CTTNBP2	ID_52755	1
CTTNBP2	ID_52758	1
CTTNBP2	ID_52756	1
CTTNBP2	ID_52757	1
ADCK4	ID_50405	1
ADCK4	ID_50404	1
ADCK4	ID_50403	1
ADCK4	ID_50406	1
controlguide385	ID_76826	1
NEURL1B	ID_40061	1
NEURL1B	ID_40060	1
NEURL1B	ID_40059	1
NEURL1B	ID_40062	1
C12orf45	ID_58318	1
C12orf45	ID_58320	1
C12orf45	ID_58317	1
C12orf45	ID_58319	1
SH3BP2	ID_17279	1
SH3BP2	ID_17280	1
SH3BP2	ID_17277	1
SH3BP2	ID_17278	1
GALNT4	ID_22702	1
GALNT4	ID_22701	1
GALNT4	ID_22704	1
GALNT4	ID_22703	1
RFX7	ID_48213	1
RFX7	ID_48212	1
RFX7	ID_48211	1
RFX7	ID_48214	1
SNTG2	ID_39835	1
SNTG2	ID_39837	1
SNTG2	ID_39838	1
SNTG2	ID_39836	1
OR51A7	ID_58169	1
OR51A7	ID_58172	1
OR51A7	ID_58170	1
OR51A7	ID_58171	1
STK17B	ID_24343	1
STK17B	ID_24344	1
STK17B	ID_24341	1
STK17B	ID_24342	1
C8orf44	ID_44175	1
C8orf44	ID_44177	1
C8orf44	ID_44178	1
C8orf44	ID_44176	1
NFE2	ID_12511	1
NFE2	ID_12510	1
NFE2	ID_12512	1
NFE2	ID_12509	1
EXTL2	ID_5910	1
EXTL2	ID_5912	1
EXTL2	ID_5911	1
EXTL2	ID_5909	1
LGALS3	ID_10597	1
LGALS3	ID_10599	1
LGALS3	ID_10598	1
LGALS3	ID_10600	1
GNB4	ID_46801	1
GNB4	ID_46799	1
GNB4	ID_46802	1
GNB4	ID_46800	1
CPXCR1	ID_39530	1
CPXCR1	ID_39527	1
CPXCR1	ID_39529	1
CPXCR1	ID_39528	1
MUC13	ID_44355	1
MUC13	ID_44357	1
MUC13	ID_44356	1
MUC13	ID_44358	1
ATF7IP2	ID_50673	1
ATF7IP2	ID_50672	1
ATF7IP2	ID_50674	1
ATF7IP2	ID_50671	1
TNFAIP1	ID_19367	1
TNFAIP1	ID_19368	1
TNFAIP1	ID_19366	1
TNFAIP1	ID_19365	1
STAU2	ID_35488	1
STAU2	ID_35490	1
STAU2	ID_35489	1
STAU2	ID_35487	1
OSR1	ID_59811	1
OSR1	ID_59812	1
OSR1	ID_59810	1
OSR1	ID_59809	1
FAM110A	ID_52200	1
FAM110A	ID_52201	1
FAM110A	ID_52202	1
FAM110A	ID_52199	1
ITGB3	ID_9805	1
ITGB3	ID_9808	1
ITGB3	ID_9807	1
ITGB3	ID_9806	1
ACTL9	ID_67814	1
ACTL9	ID_67815	1
ACTL9	ID_67816	1
ACTL9	ID_67813	1
RNF6	ID_16214	1
RNF6	ID_16216	1
RNF6	ID_16213	1
RNF6	ID_16215	1
RMND5B	ID_48024	1
RMND5B	ID_48025	1
RMND5B	ID_48026	1
RMND5B	ID_48023	1
POLR2H	ID_14390	1
POLR2H	ID_14392	1
POLR2H	ID_14389	1
POLR2H	ID_14391	1
TTC26	ID_50537	1
TTC26	ID_50538	1
TTC26	ID_50535	1
TTC26	ID_50536	1
TGFBI	ID_19097	1
TGFBI	ID_19100	1
TGFBI	ID_19098	1
TGFBI	ID_19099	1
FILIP1	ID_35678	1
FILIP1	ID_35675	1
FILIP1	ID_35677	1
FILIP1	ID_35676	1
KDM1A	ID_31504	1
KDM1A	ID_31505	1
KDM1A	ID_31506	1
KDM1A	ID_31503	1
NFKBIB	ID_12549	1
NFKBIB	ID_12551	1
NFKBIB	ID_12552	1
NFKBIB	ID_12550	1
RAD21	ID_15725	1
RAD21	ID_15726	1
RAD21	ID_15728	1
RAD21	ID_15727	1
CXCL9	ID_11496	1
CXCL9	ID_11494	1
CXCL9	ID_11495	1
CXCL9	ID_11493	1
GOLGA8H	ID_74719	1
GOLGA8H	ID_74720	1
GOLGA8H	ID_74718	1
GOLGA8H	ID_74721	1
AQP4	ID_1030	1
AQP4	ID_1032	1
AQP4	ID_1029	1
AQP4	ID_1031	1
CTSK	ID_4260	1
CTSK	ID_4258	1
CTSK	ID_4257	1
CTSK	ID_4259	1
C10orf88	ID_50580	1
C10orf88	ID_50581	1
C10orf88	ID_50579	1
C10orf88	ID_50582	1
ITGA9	ID_9772	1
ITGA9	ID_9770	1
ITGA9	ID_9769	1
ITGA9	ID_9771	1
FAM101A	ID_61305	1
FAM101A	ID_61308	1
FAM101A	ID_61307	1
FAM101A	ID_61306	1
RASSF3	ID_67320	1
RASSF3	ID_67318	1
RASSF3	ID_67319	1
RASSF3	ID_67317	1
SLC17A2	ID_27503	1
SLC17A2	ID_27501	1
SLC17A2	ID_27502	1
SLC17A2	ID_27504	1
PARM1	ID_33895	1
PARM1	ID_33898	1
PARM1	ID_33896	1
PARM1	ID_33897	1
GNRHR	ID_7403	1
GNRHR	ID_7401	1
GNRHR	ID_7404	1
GNRHR	ID_7402	1
BPY2C	ID_73292	1
BPY2C	ID_73290	1
BPY2C	ID_73291	1
BPY2C	ID_73289	1
H2BFM	ID_68454	1
H2BFM	ID_68453	1
H2BFM	ID_68455	1
H2BFM	ID_68456	1
VPS13B	ID_63033	1
VPS13B	ID_63036	1
VPS13B	ID_63034	1
VPS13B	ID_63035	1
ZNF581	ID_38995	1
ZNF581	ID_38998	1
ZNF581	ID_38996	1
ZNF581	ID_38997	1
KCNN1	ID_10104	1
KCNN1	ID_10103	1
KCNN1	ID_10101	1
KCNN1	ID_10102	1
AP2B1	ID_464	1
AP2B1	ID_461	1
AP2B1	ID_462	1
AP2B1	ID_463	1
CGB2	ID_57128	1
CGB2	ID_57126	1
CGB2	ID_57125	1
CGB2	ID_57127	1
EID2	ID_63641	1
EID2	ID_63644	1
EID2	ID_63642	1
EID2	ID_63643	1
SAA4	ID_16783	1
SAA4	ID_16784	1
SAA4	ID_16782	1
SAA4	ID_16781	1
PIANP	ID_64439	1
PIANP	ID_64440	1
PIANP	ID_64437	1
PIANP	ID_64438	1
EPHA10	ID_67954	1
EPHA10	ID_67953	1
EPHA10	ID_67955	1
EPHA10	ID_67956	1
TRIM38	ID_28211	1
TRIM38	ID_28209	1
TRIM38	ID_28212	1
TRIM38	ID_28210	1
CCDC9	ID_34552	1
CCDC9	ID_34551	1
CCDC9	ID_34553	1
CCDC9	ID_34554	1
ECM1	ID_5256	1
ECM1	ID_5255	1
ECM1	ID_5253	1
ECM1	ID_5254	1
TTC9	ID_32986	1
TTC9	ID_32983	1
TTC9	ID_32985	1
TTC9	ID_32984	1
CDK5R2	ID_23470	1
CDK5R2	ID_23472	1
CDK5R2	ID_23471	1
CDK5R2	ID_23469	1
CLU	ID_3378	1
CLU	ID_3377	1
CLU	ID_3380	1
CLU	ID_3379	1
C5orf49	ID_60214	1
C5orf49	ID_60216	1
C5orf49	ID_60213	1
C5orf49	ID_60215	1
HDGFRP2	ID_54100	1
HDGFRP2	ID_54102	1
HDGFRP2	ID_54099	1
HDGFRP2	ID_54101	1
THBS3	ID_19146	1
THBS3	ID_19147	1
THBS3	ID_19148	1
THBS3	ID_19145	1
RARS	ID_15843	1
RARS	ID_15841	1
RARS	ID_15844	1
RARS	ID_15842	1
MFSD5	ID_54661	1
MFSD5	ID_54660	1
MFSD5	ID_54662	1
MFSD5	ID_54659	1
ERICH5	ID_65054	1
ERICH5	ID_65053	1
ERICH5	ID_65056	1
ERICH5	ID_65055	1
OR11G2	ID_71790	1
OR11G2	ID_71789	1
OR11G2	ID_71792	1
OR11G2	ID_71791	1
FAM167B	ID_54127	1
FAM167B	ID_54129	1
FAM167B	ID_54128	1
FAM167B	ID_54130	1
RASA2	ID_15863	1
RASA2	ID_15864	1
RASA2	ID_15862	1
RASA2	ID_15861	1
BECN2	ID_73216	1
BECN2	ID_73214	1
BECN2	ID_73213	1
BECN2	ID_73215	1
CCR9	ID_29217	1
CCR9	ID_29218	1
CCR9	ID_29216	1
CCR9	ID_29215	1
SBNO2	ID_31180	1
SBNO2	ID_31181	1
SBNO2	ID_31179	1
SBNO2	ID_31182	1
ZNF606	ID_50689	1
ZNF606	ID_50687	1
ZNF606	ID_50690	1
ZNF606	ID_50688	1
EGR1	ID_5394	1
EGR1	ID_5393	1
EGR1	ID_5396	1
EGR1	ID_5395	1
C12orf49	ID_49959	1
C12orf49	ID_49961	1
C12orf49	ID_49960	1
C12orf49	ID_49962	1
RNFT1	ID_37932	1
RNFT1	ID_37933	1
RNFT1	ID_37934	1
RNFT1	ID_37931	1
EVI2A	ID_5879	1
EVI2A	ID_5877	1
EVI2A	ID_5880	1
EVI2A	ID_5878	1
CLN8	ID_5701	1
CLN8	ID_5704	1
CLN8	ID_5702	1
CLN8	ID_5703	1
AJUBA	ID_54629	1
AJUBA	ID_54627	1
AJUBA	ID_54628	1
AJUBA	ID_54630	1
MCMDC2	ID_63061	1
MCMDC2	ID_63064	1
MCMDC2	ID_63063	1
MCMDC2	ID_63062	1
SMARCD2	ID_17769	1
SMARCD2	ID_17771	1
SMARCD2	ID_17770	1
SMARCD2	ID_17772	1
PREB	ID_27049	1
PREB	ID_27052	1
PREB	ID_27051	1
PREB	ID_27050	1
RNASE1	ID_16176	1
RNASE1	ID_16175	1
RNASE1	ID_16173	1
RNASE1	ID_16174	1
CASP14	ID_33215	1
CASP14	ID_33216	1
CASP14	ID_33217	1
CASP14	ID_33218	1
ISG20L2	ID_52008	1
ISG20L2	ID_52010	1
ISG20L2	ID_52007	1
ISG20L2	ID_52009	1
controlguide878	ID_77319	1
CLVS1	ID_63066	1
CLVS1	ID_63065	1
CLVS1	ID_63067	1
CLVS1	ID_63068	1
AKAP11	ID_30487	1
AKAP11	ID_30489	1
AKAP11	ID_30488	1
AKAP11	ID_30490	1
ESYT2	ID_45607	1
ESYT2	ID_45609	1
ESYT2	ID_45608	1
ESYT2	ID_45610	1
IFI44	ID_28493	1
IFI44	ID_28495	1
IFI44	ID_28494	1
IFI44	ID_28496	1
HMGN2	ID_8496	1
HMGN2	ID_8494	1
HMGN2	ID_8493	1
HMGN2	ID_8495	1
C2orf48	ID_69965	1
C2orf48	ID_69968	1
C2orf48	ID_69966	1
C2orf48	ID_69967	1
NLRP12	ID_55938	1
NLRP12	ID_55939	1
NLRP12	ID_55937	1
NLRP12	ID_55940	1
BEND2	ID_60659	1
BEND2	ID_60657	1
BEND2	ID_60660	1
BEND2	ID_60658	1
SMAP2	ID_47923	1
SMAP2	ID_47926	1
SMAP2	ID_47924	1
SMAP2	ID_47925	1
EPHB4	ID_5682	1
EPHB4	ID_5683	1
EPHB4	ID_5681	1
EPHB4	ID_5684	1
HARBI1	ID_67292	1
HARBI1	ID_67289	1
HARBI1	ID_67290	1
HARBI1	ID_67291	1
PDK1	ID_13601	1
PDK1	ID_13603	1
PDK1	ID_13604	1
PDK1	ID_13602	1
FTHL17	ID_39703	1
FTHL17	ID_39706	1
FTHL17	ID_39704	1
FTHL17	ID_39705	1
controlguide240	ID_76681	1
SPATC1	ID_70536	1
SPATC1	ID_70533	1
SPATC1	ID_70534	1
SPATC1	ID_70535	1
FER1L6	ID_74443	1
FER1L6	ID_74442	1
FER1L6	ID_74444	1
FER1L6	ID_74445	1
KLF10	ID_19182	1
KLF10	ID_19184	1
KLF10	ID_19181	1
KLF10	ID_19183	1
NPL	ID_51466	1
NPL	ID_51463	1
NPL	ID_51464	1
NPL	ID_51465	1
TOM1L1	ID_26800	1
TOM1L1	ID_26797	1
TOM1L1	ID_26799	1
TOM1L1	ID_26798	1
SLC45A2	ID_37977	1
SLC45A2	ID_37978	1
SLC45A2	ID_37976	1
SLC45A2	ID_37975	1
CYP4F2	ID_22210	1
CYP4F2	ID_22211	1
CYP4F2	ID_22209	1
CYP4F2	ID_22212	1
AKT1	ID_570	1
AKT1	ID_571	1
AKT1	ID_572	1
AKT1	ID_569	1
PCDHGB6	ID_43888	1
PCDHGB6	ID_43890	1
PCDHGB6	ID_43887	1
PCDHGB6	ID_43889	1
ZP2	ID_20902	1
ZP2	ID_20901	1
ZP2	ID_20903	1
ZP2	ID_20904	1
TMEM5	ID_27775	1
TMEM5	ID_27773	1
TMEM5	ID_27774	1
TMEM5	ID_27776	1
ENOPH1	ID_46538	1
ENOPH1	ID_46537	1
ENOPH1	ID_46535	1
ENOPH1	ID_46536	1
IQCG	ID_53147	1
IQCG	ID_53148	1
IQCG	ID_53149	1
IQCG	ID_53150	1
SNRNP27	ID_29860	1
SNRNP27	ID_29859	1
SNRNP27	ID_29862	1
SNRNP27	ID_29861	1
WNT9A	ID_20307	1
WNT9A	ID_20306	1
WNT9A	ID_20308	1
WNT9A	ID_20305	1
TTPAL	ID_49099	1
TTPAL	ID_49101	1
TTPAL	ID_49102	1
TTPAL	ID_49100	1
controlguide850	ID_77291	1
HIST1H2AD	ID_8109	1
HIST1H2AD	ID_8110	1
HIST1H2AD	ID_8111	1
HIST1H2AD	ID_8112	1
CLEC12B	ID_70871	1
CLEC12B	ID_70872	1
CLEC12B	ID_70869	1
CLEC12B	ID_70870	1
RIMBP3	ID_54852	1
RIMBP3	ID_54854	1
RIMBP3	ID_54851	1
RIMBP3	ID_54853	1
MYPN	ID_53972	1
MYPN	ID_53971	1
MYPN	ID_53973	1
MYPN	ID_53974	1
TSPO	ID_1945	1
TSPO	ID_1946	1
TSPO	ID_1948	1
TSPO	ID_1947	1
FREM2	ID_69344	1
FREM2	ID_69343	1
FREM2	ID_69341	1
FREM2	ID_69342	1
GPHN	ID_27491	1
GPHN	ID_27490	1
GPHN	ID_27492	1
GPHN	ID_27489	1
TCL1B	ID_25394	1
TCL1B	ID_25396	1
TCL1B	ID_25395	1
TCL1B	ID_25393	1
PAGE5	ID_55611	1
PAGE5	ID_55613	1
PAGE5	ID_55614	1
PAGE5	ID_55612	1
PSMF1	ID_24993	1
PSMF1	ID_24994	1
PSMF1	ID_24995	1
PSMF1	ID_24996	1
C4A	ID_1987	1
C4A	ID_1988	1
C4A	ID_1986	1
C4A	ID_1985	1
NUGGC	ID_71432	1
NUGGC	ID_71430	1
NUGGC	ID_71431	1
NUGGC	ID_71429	1
controlguide102	ID_76543	1
controlguide109	ID_76550	1
KIAA1407	ID_45905	1
KIAA1407	ID_45906	1
KIAA1407	ID_45903	1
KIAA1407	ID_45904	1
PNPLA8	ID_37301	1
PNPLA8	ID_37302	1
PNPLA8	ID_37299	1
PNPLA8	ID_37300	1
MYO18B	ID_54076	1
MYO18B	ID_54078	1
MYO18B	ID_54075	1
MYO18B	ID_54077	1
WHAMM	ID_58638	1
WHAMM	ID_58637	1
WHAMM	ID_58639	1
WHAMM	ID_58640	1
ACAD10	ID_51254	1
ACAD10	ID_51252	1
ACAD10	ID_51251	1
ACAD10	ID_51253	1
GADL1	ID_69052	1
GADL1	ID_69049	1
GADL1	ID_69051	1
GADL1	ID_69050	1
CENPF	ID_3041	1
CENPF	ID_3043	1
CENPF	ID_3042	1
CENPF	ID_3044	1
HOXC4	ID_8715	1
HOXC4	ID_8714	1
HOXC4	ID_8716	1
HOXC4	ID_8713	1
FAS	ID_1006	1
FAS	ID_1008	1
FAS	ID_1005	1
FAS	ID_1007	1
MARK3	ID_11132	1
MARK3	ID_11130	1
MARK3	ID_11129	1
MARK3	ID_11131	1
NPY5R	ID_12825	1
NPY5R	ID_12827	1
NPY5R	ID_12828	1
NPY5R	ID_12826	1
HIST2H2AC	ID_21649	1
HIST2H2AC	ID_21651	1
HIST2H2AC	ID_21650	1
HIST2H2AC	ID_21652	1
DOCK9	ID_32530	1
DOCK9	ID_32528	1
DOCK9	ID_32529	1
DOCK9	ID_32527	1
PPP3CB	ID_14670	1
PPP3CB	ID_14669	1
PPP3CB	ID_14672	1
PPP3CB	ID_14671	1
TFAP2E	ID_68969	1
TFAP2E	ID_68972	1
TFAP2E	ID_68971	1
TFAP2E	ID_68970	1
KCNF1	ID_10010	1
KCNF1	ID_10009	1
KCNF1	ID_10012	1
KCNF1	ID_10011	1
HMGB1	ID_8478	1
HMGB1	ID_8479	1
HMGB1	ID_8477	1
HMGB1	ID_8480	1
FAHD1	ID_52026	1
FAHD1	ID_52023	1
FAHD1	ID_52024	1
FAHD1	ID_52025	1
ZNF396	ID_66252	1
ZNF396	ID_66249	1
ZNF396	ID_66250	1
ZNF396	ID_66251	1
OR6C74	ID_66502	1
OR6C74	ID_66504	1
OR6C74	ID_66503	1
OR6C74	ID_66501	1
PRM3	ID_46691	1
PRM3	ID_46694	1
PRM3	ID_46693	1
PRM3	ID_46692	1
OR13D1	ID_68441	1
OR13D1	ID_68442	1
OR13D1	ID_68443	1
OR13D1	ID_68444	1
ABCA13	ID_62905	1
ABCA13	ID_62908	1
ABCA13	ID_62907	1
ABCA13	ID_62906	1
WDR24	ID_53136	1
WDR24	ID_53135	1
WDR24	ID_53138	1
WDR24	ID_53137	1
BBS5	ID_59751	1
BBS5	ID_59752	1
BBS5	ID_59749	1
BBS5	ID_59750	1
IGIP	ID_73379	1
IGIP	ID_73378	1
IGIP	ID_73377	1
IGIP	ID_73380	1
PIM1	ID_13980	1
PIM1	ID_13978	1
PIM1	ID_13979	1
PIM1	ID_13977	1
FZD5	ID_21006	1
FZD5	ID_21008	1
FZD5	ID_21005	1
FZD5	ID_21007	1
SPATA31C1	ID_73122	1
SPATA31C1	ID_73121	1
SPATA31C1	ID_73124	1
SPATA31C1	ID_73123	1
SPG11	ID_50913	1
SPG11	ID_50912	1
SPG11	ID_50914	1
SPG11	ID_50911	1
ELOVL7	ID_50550	1
ELOVL7	ID_50548	1
ELOVL7	ID_50549	1
ELOVL7	ID_50547	1
ZFAT	ID_46055	1
ZFAT	ID_46057	1
ZFAT	ID_46058	1
ZFAT	ID_46056	1
BDH2	ID_44504	1
BDH2	ID_44505	1
BDH2	ID_44503	1
BDH2	ID_44506	1
SLIT1	ID_17720	1
SLIT1	ID_17718	1
SLIT1	ID_17719	1
SLIT1	ID_17717	1
NOL9	ID_49697	1
NOL9	ID_49696	1
NOL9	ID_49695	1
NOL9	ID_49698	1
IGF2	ID_9297	1
IGF2	ID_9298	1
IGF2	ID_9299	1
IGF2	ID_9300	1
MBD5	ID_43340	1
MBD5	ID_43339	1
MBD5	ID_43342	1
MBD5	ID_43341	1
ST6GALNAC3	ID_66769	1
ST6GALNAC3	ID_66772	1
ST6GALNAC3	ID_66771	1
ST6GALNAC3	ID_66770	1
CPA4	ID_38117	1
CPA4	ID_38118	1
CPA4	ID_38115	1
CPA4	ID_38116	1
KCTD1	ID_67693	1
KCTD1	ID_67696	1
KCTD1	ID_67694	1
KCTD1	ID_67695	1
GSDMA	ID_67647	1
GSDMA	ID_67645	1
GSDMA	ID_67646	1
GSDMA	ID_67648	1
PBX2	ID_13362	1
PBX2	ID_13363	1
PBX2	ID_13364	1
PBX2	ID_13361	1
BIVM	ID_40734	1
BIVM	ID_40731	1
BIVM	ID_40733	1
BIVM	ID_40732	1
PLXNC1	ID_27184	1
PLXNC1	ID_27181	1
PLXNC1	ID_27183	1
PLXNC1	ID_27182	1
BOLL	ID_48619	1
BOLL	ID_48621	1
BOLL	ID_48620	1
BOLL	ID_48622	1
APOB	ID_956	1
APOB	ID_953	1
APOB	ID_955	1
APOB	ID_954	1
FBXO32	ID_57353	1
FBXO32	ID_57355	1
FBXO32	ID_57354	1
FBXO32	ID_57356	1
LYRM2	ID_45323	1
LYRM2	ID_45324	1
LYRM2	ID_45325	1
LYRM2	ID_45326	1
LOC400927-CSNK1E	ID_76435	1
LOC400927-CSNK1E	ID_76434	1
LOC400927-CSNK1E	ID_76436	1
LOC400927-CSNK1E	ID_76437	1
CTCFL	ID_60904	1
CTCFL	ID_60903	1
CTCFL	ID_60902	1
CTCFL	ID_60901	1
NRBP1	ID_36911	1
NRBP1	ID_36912	1
NRBP1	ID_36913	1
NRBP1	ID_36914	1
NOV	ID_12743	1
NOV	ID_12742	1
NOV	ID_12744	1
NOV	ID_12741	1
TAS2R46	ID_67000	1
TAS2R46	ID_66999	1
TAS2R46	ID_66998	1
TAS2R46	ID_66997	1
SLC9C1	ID_68114	1
SLC9C1	ID_68115	1
SLC9C1	ID_68116	1
SLC9C1	ID_68113	1
WFDC6	ID_61036	1
WFDC6	ID_61033	1
WFDC6	ID_61035	1
WFDC6	ID_61034	1
CFI	ID_9172	1
CFI	ID_9170	1
CFI	ID_9169	1
CFI	ID_9171	1
OXA1L	ID_13158	1
OXA1L	ID_13160	1
OXA1L	ID_13157	1
OXA1L	ID_13159	1
NXPE1	ID_58256	1
NXPE1	ID_58254	1
NXPE1	ID_58253	1
NXPE1	ID_58255	1
OR51I2	ID_71575	1
OR51I2	ID_71573	1
OR51I2	ID_71576	1
OR51I2	ID_71574	1
AMACR	ID_33283	1
AMACR	ID_33284	1
AMACR	ID_33286	1
AMACR	ID_33285	1
ZNF729	ID_75598	1
ZNF729	ID_75596	1
ZNF729	ID_75599	1
ZNF729	ID_75597	1
C8orf44-SGK3	ID_76150	1
C8orf44-SGK3	ID_76152	1
C8orf44-SGK3	ID_76151	1
C8orf44-SGK3	ID_76153	1
SLC7A13	ID_63045	1
SLC7A13	ID_63046	1
SLC7A13	ID_63047	1
SLC7A13	ID_63048	1
SPEF2	ID_50377	1
SPEF2	ID_50378	1
SPEF2	ID_50375	1
SPEF2	ID_50376	1
controlguide680	ID_77121	1
SLC13A4	ID_34886	1
SLC13A4	ID_34884	1
SLC13A4	ID_34885	1
SLC13A4	ID_34883	1
SCYL2	ID_43016	1
SCYL2	ID_43015	1
SCYL2	ID_43017	1
SCYL2	ID_43018	1
ANKRD12	ID_32239	1
ANKRD12	ID_32242	1
ANKRD12	ID_32240	1
ANKRD12	ID_32241	1
WDR5B	ID_40231	1
WDR5B	ID_40232	1
WDR5B	ID_40234	1
WDR5B	ID_40233	1
VDAC1	ID_20115	1
VDAC1	ID_20114	1
VDAC1	ID_20113	1
VDAC1	ID_20116	1
PLAC8L1	ID_62839	1
PLAC8L1	ID_62838	1
PLAC8L1	ID_62840	1
PLAC8L1	ID_62837	1
BIRC7	ID_49241	1
BIRC7	ID_49239	1
BIRC7	ID_49240	1
BIRC7	ID_49242	1
KLHL26	ID_42236	1
KLHL26	ID_42238	1
KLHL26	ID_42237	1
KLHL26	ID_42235	1
LYST	ID_3203	1
LYST	ID_3202	1
LYST	ID_3201	1
LYST	ID_3204	1
CSF1R	ID_4013	1
CSF1R	ID_4016	1
CSF1R	ID_4014	1
CSF1R	ID_4015	1
CASC4	ID_56960	1
CASC4	ID_56959	1
CASC4	ID_56958	1
CASC4	ID_56957	1
METAP1D	ID_66389	1
METAP1D	ID_66392	1
METAP1D	ID_66390	1
METAP1D	ID_66391	1
CX3CL1	ID_17059	1
CX3CL1	ID_17058	1
CX3CL1	ID_17060	1
CX3CL1	ID_17057	1
IFNA8	ID_9225	1
IFNA8	ID_9228	1
IFNA8	ID_9226	1
IFNA8	ID_9227	1
TLX1	ID_8622	1
TLX1	ID_8621	1
TLX1	ID_8623	1
TLX1	ID_8624	1
TP53I13	ID_55389	1
TP53I13	ID_55387	1
TP53I13	ID_55390	1
TP53I13	ID_55388	1
ECH1	ID_5246	1
ECH1	ID_5247	1
ECH1	ID_5248	1
ECH1	ID_5245	1
C3orf62	ID_70482	1
C3orf62	ID_70481	1
C3orf62	ID_70484	1
C3orf62	ID_70483	1
PTPRM	ID_15502	1
PTPRM	ID_15501	1
PTPRM	ID_15503	1
PTPRM	ID_15504	1
SIAH2	ID_17343	1
SIAH2	ID_17344	1
SIAH2	ID_17341	1
SIAH2	ID_17342	1
MFAP5	ID_21250	1
MFAP5	ID_21249	1
MFAP5	ID_21251	1
MFAP5	ID_21252	1
OR8S1	ID_69337	1
OR8S1	ID_69339	1
OR8S1	ID_69340	1
OR8S1	ID_69338	1
DAO	ID_4507	1
DAO	ID_4505	1
DAO	ID_4508	1
DAO	ID_4506	1
BEX2	ID_54090	1
BEX2	ID_54089	1
BEX2	ID_54088	1
BEX2	ID_54087	1
C1QTNF9B-AS1	ID_73517	1
C1QTNF9B-AS1	ID_73514	1
C1QTNF9B-AS1	ID_73516	1
C1QTNF9B-AS1	ID_73515	1
ZNF614	ID_50706	1
ZNF614	ID_50704	1
ZNF614	ID_50703	1
ZNF614	ID_50705	1
PPID	ID_14540	1
PPID	ID_14538	1
