Name,Smiles,Unaligned Pharm. Score,rmsd,Binding Affinity Score,Pharm. Score
ZINC08815560,Clc4c(F)ccc(Nc1nc(nc(n1)Nc2ccc(OC)cc2)Nc3cc(Cl)c(F)cc3)c4,-1.0,0.8129762,-29.46,46.24
ZINC59170456,S(=O)(=O)(N)c4ccc(N=c2oc1c(cc([N+](=O)O)cc1)cc2C(=O)Nc3c(cccc3)C)cc4,-1.0,0.9865429,-6.52,46.24
ZINC36693436,S(=O)(=O)(N(C)C)c4ccc(c1oc(nn1)NC(=O)Cc3ccc(c2ccccc2)cc3)cc4,-1.0,0.9905639,-3.38,46.23
ZINC36693598,S(=O)(=O)(N(C)C)c4ccc(c1oc(nn1)NC(=O)Cc2cc3c(cc2)cccc3)cc4,-1.0,0.9899104,-7.73,46.23
ZINC35590087,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2cc(c(OC)cc2)C)cc3,-1.0,0.9909512,-5.31,46.23
ZINC36693589,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C(C)C)cc3,-1.0,0.9908067,-5.7,46.23
ZINC36693581,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2ccc(OC)cc2)cc3,-1.0,0.9908068,-3.36,46.23
ZINC38508370,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)c3nn(cc3C)C,-1.0,0.96252376,-8.33,46.23
ZINC01122257,O=c1n(nc(c2c1cccc2)c3cc(c(OC)cc3)CNC(=O)c4ccc(cc4)C)C,-1.0,1.0410167,-24.42,46.23
ZINC35590072,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2ccc(F)cc2)cc3,-1.0,0.9909513,-5.67,46.23
ZINC36693587,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2ccc(cc2)C)cc3,-1.0,0.99077004,-5.65,46.23
ZINC36693410,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2cc(ccc2)C)cc3,-1.0,0.9906856,-6.29,46.23
ZINC36693530,S(=O)(=O)(N(C)C)c3ccc(c1oc(nn1)NC(=O)Cc2ccccc2)cc3,-1.0,0.9906855,-5.57,46.23
ZINC00803119,Clc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93630403,-12.23,46.23
ZINC13131712,O(c1ccc(cc1)C4n2nc(nc2NC(c3ccc(cc3)CC)C4)N)CC,66.31,0.9362801,-23.42,46.23
ZINC08682901,O[n+]1n(nc([N+](=O)O)c1NCc2c(OC)cccc2)c4cc3OCCOc3cc4,-1.0,0.9645287,-15.01,46.22
ZINC71334382,O=c2n(nc(c1cc(OC)ccc1)cc2)CC(=O)NC(C(=O)OC)C,56.64,0.88279223,-16.59,46.22
ZINC77516225,S3CC(Nc2nc(c1cc(c(OCC)cc1)C(=O)O)ccn2)CC3,65.52,0.96684337,-17.03,46.22
ZINC00950591,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4ccccc4)C,-1.0,1.0987524,-2.15,46.2
ZINC48354379,O1c2c(OCC1)ccc(c2)C5n3ncnc3NC(c4ccccc4)C5,66.28,0.9355318,-22.86,46.19
ZINC03105337,O(c1ccc(cc1)C4n2nnnc2NC(c3cnccc3)C4)C,66.37,0.93888414,-2.83,46.19
ZINC72443523,O=[N+](O)c3ccc(c1nc(ncc1)Nc2ccc(cc2)C)cc3,66.05,0.9115623,-23.46,46.19
ZINC05738406,Clc1nc(nc(n1)Nc2cc([N+](=O)O)ccc2)Nc3c(OC)ccc(OC)c3,-1.0,0.9373955,-15.38,46.18
ZINC94729034,Fc2c(OC)ccc(c1nc(ncc1)NCCC)c2,75.84,0.9762931,-17.12,46.18
ZINC11296586,Brc1c(OCC)c(OC)cc(c1)C=C(c2nc(nc(n2)N)Nc3ccccc3)C#N,-1.0,1.0711553,-29.12,46.17
ZINC78789965,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)Nc3ccc(cc3)C,75.79,1.099088,-12.72,46.17
ZINC37357633,Fc5cc(n2nc1nc(nc(c1c2N)c3cc(OC)c(OC)cc3)NCC4OCCC4)ccc5,56.17,0.94546294,-15.76,46.16
ZINC37357633,Fc5cc(n2nc1nc(nc(c1c2N)c3cc(OC)c(OC)cc3)NCC4OCCC4)ccc5,-1.0,0.9342669,-15.46,46.16
ZINC22570959,O(c4ccc(Nc1nc(nc(n1)N2CC(CC(C2)C)C)Nc3ccc(OCC)cc3)cc4)CC,-1.0,0.81242204,-23.5,46.16
ZINC32842542,s4c(c2cc1OCOc1cc2)cc(NC(=O)c3ncccc3)c4C(=O)OCC,-1.0,1.2746633,-14.12,46.16
ZINC13124774,Brc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,66.31,0.9361948,-22.17,46.15
ZINC02472237,Clc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,66.31,0.9362453,-20.99,46.15
ZINC03214368,s1c(NC(=O)C)c(c(c1Cc3cc2OCOc2cc3)C)C(=O)OCC,-1.0,1.1791177,-18.15,46.15
ZINC72469298,O(c3c(cc(c1nc(ncc1)NCC2OCCC2)cc3)C(=O)O)CC,55.74,0.94270855,-18.9,46.15
ZINC35929124,Fc5c(c2nc(nc1nn(c(N)c12)c3cc(F)ccc3)NCC4OCCC4)ccc(OC)c5,56.07,0.9446485,-23.76,46.14
ZINC35929124,Fc5c(c2nc(nc1nn(c(N)c12)c3cc(F)ccc3)NCC4OCCC4)ccc(OC)c5,-1.0,0.933299,-28.76,46.14
ZINC13131228,O(c1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4)CC,-1.0,1.0274668,-19.54,46.14
ZINC12434788,O(c3c(c1nc(nnc1)NC(Cc2nc(ccc2)C)C)ccc(OC)c3)C,-1.0,1.0454019,-15.67,46.14
ZINC25496013,S(c2nn(c1nc(nc(n1)NC)NC(CC)C)cn2)CC(=O)N,-1.0,1.0936388,-2.88,46.14
ZINC01128985,O=[N+](O)c1cc(ccc1)C3n2nnnc2NC(=C3C(=O)Nc4c(cccc4)C)C,-1.0,1.0987521,4.51,46.13
ZINC13655341,o1c(nnc1c2cc(OC)c(OC)c(OC)c2)NC(=O)c3n(ncc3)C,-1.0,0.9613305,-10.4,46.13
ZINC09331681,S(c1nncn1C)Cc2nc(nc(n2)N)Nc3ccc(OC)cc3,-1.0,1.08509,-13.62,46.13
ZINC02914394,Brc1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.9363583,-12.79,46.12
ZINC72440401,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccc(cc3)C)cc4,-1.0,0.79017705,-10.47,46.12
ZINC72440401,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccc(cc3)C)cc4,-1.0,0.9509582,-13.76,46.12
ZINC00803087,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93630373,-12.66,46.12
ZINC07785794,O(c1c(OC)cc(cc1)C4n2ncnc2NC(c3ccc(cc3)C)C4)CC,-1.0,0.93652445,-20.35,46.12
ZINC00803083,Fc1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.9363038,-12.87,46.12
ZINC94728308,Fc1c(nc(nc1)NCCC)c2ccc(OCC)cc2,85.46,1.0267597,-16.53,46.12
ZINC02914183,O(c1c(OC)ccc(c1)C4n2ncnc2NC(c3ccc(cc3)C)C4)C,-1.0,0.9365251,-11.68,46.11
ZINC42381183,o1c(nnc1c2c(OC)cc(OC)cc2)NC(=O)Nc3ccccc3,-1.0,1.068352,-14.0,46.11
ZINC36693441,S(=O)(=O)(N(C)C)c5ccc(c1oc(nn1)NC(=O)C3c4c(Oc2c3cccc2)cccc4)cc5,-1.0,0.9692403,-10.39,46.1
ZINC35590082,S(=O)(=O)(N(C)C)c4ccc(c1oc(nn1)NC(=O)Cc3cc2OCOc2cc3)cc4,-1.0,0.9882226,-10.81,46.1
ZINC77455426,s1c(nc(c1CNc3nc(c2cc(c(OCC)cc2)C(=O)O)ccn3)C)C,75.71,0.98822033,-20.33,46.1
ZINC72440442,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccccc3)cc4,-1.0,0.7901968,-2.78,46.1
ZINC72440442,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3ccccc3)cc4,-1.0,0.9509944,-0.1,46.1
ZINC72125520,Oc3c(cc(c2c1c([nH]cc1)nc(NCCN(C)C)c2)cc3)C(=O)C,-1.0,0.92283034,-16.7,46.1
ZINC21540768,S1C(=NC(=O)C1=Cc2ccc([N+](=O)O)cc2)NC3CCCCC3,-1.0,1.0096679,-0.39,46.1
ZINC09390677,s3c(NC(=O)Cc1c2c(ccc1)cccc2)c(c(c3Cc5cc4OCOc4cc5)C)C#N,-1.0,1.1770226,-28.32,46.08
ZINC77541637,O(c3c(cc(c1nc(ncc1)NC(c2ccncc2)CC)cc3)C(=O)O)CC,-1.0,0.9942864,-13.1,46.07
ZINC13122626,O(c1ccc(cc1)C3n2ncnc2N=C(C3)C)C,55.73,1.0627644,-11.21,46.07
ZINC09390684,s3c(NC(=O)C(c1ccccc1)c2ccccc2)c(c(c3Cc5cc4OCOc4cc5)C)C#N,-1.0,1.1992673,-35.69,46.06
ZINC09907519,Fc1ccc(cc1)CNc2n(nc(n2)NCc3ccc(F)cc3)C(=O)c4cc(OC)c(OC)cc4,-1.0,1.0911205,-24.12,46.05
ZINC72452513,S(c4nn3c(nnc(c1nc(ncc1)Nc2c(c(ccc2)C)C)c3C)n4)C,-1.0,1.0677553,-14.05,46.05
ZINC79099297,O(CC1CC1)CCCNc2nc(nc(n2)NC)NCCCOCC3CC3,-1.0,1.0158087,-15.34,46.05
ZINC15315435,O(c1ccc(cc1)C#N)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,-1.0,1.2202009,-10.58,46.05
ZINC65148169,O=C(N3CC(c1nc(ncc1)Nc2c(cccc2)C)CCC3)C4CC4,-1.0,0.8769643,-15.97,46.05
ZINC65148167,O=C(N3CC(c1nc(ncc1)Nc2c(cccc2)C)CCC3)C4CC4,-1.0,0.9591571,-14.6,46.05
ZINC12429303,O1c5c(OC1)ccc(c2nc(nnc2)NC(Cn3c4c(cc3)cccc4)C)c5,-1.0,1.0372775,-25.0,46.04
ZINC02915421,O(c1c(ccc(OC)c1)C4n2ncnc2NC(c3ccc(OC)cc3)C4)C,66.34,0.93311435,-15.81,46.04
ZINC08715306,Fc3c(Nc2ncnc(n1ncc(c1C)C(=O)OCC)c2)c(F)ccc3,-1.0,1.018958,-11.72,46.04
ZINC65148173,O=C(N3CC(c1nc(ncc1)Nc2c(cccc2)C)CCC3)C4CCC4,65.96,0.9349026,-15.55,46.04
ZINC12195249,Fc3c(OC)ccc(c1nc(nnc1)NCc2c(n(nc2)C)C)c3,55.9,0.94462144,-8.8,46.04
ZINC12314574,Fc3c(OC)ccc(c1nc(nnc1)NCC2OCCCC2)c3,55.83,0.9841488,-9.45,46.04
ZINC94728563,O1c3c(OCCC1)ccc(c2nc(ncc2)NCCC)c3,-1.0,0.9458239,-25.54,46.04
ZINC02471971,O(c1ccc(cc1)C4n2ncnc2NC(c3cc(OC)ccc3)C4)Cc5ccccc5,66.24,0.93627906,-23.83,46.03
ZINC04922687,Fc3ccc(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)cc3,66.29,0.88727826,-5.12,46.03
ZINC38770863,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)c3c[nH]c4c3cccc4,-1.0,1.1038418,-10.9,46.02
ZINC72452603,Clc5c(Nc4nc(c3nnc1n(nc(n1)c2ccccc2)c3C)ccn4)cccc5,-1.0,1.0588719,-13.69,46.02
ZINC09701504,o1c(nnc1c3cc2OCOc2cc3)NC(=O)C(c4ccccc4)c5ccccc5,-1.0,1.0305946,-18.08,46.02
ZINC10157168,Clc4ccc(n1[nH]c2nccc(c2c1=O)c3cc(OC)c(OC)cc3)cc4,65.8,0.9644252,-10.66,46.02
ZINC10157157,O=c1n([nH]c2nccc(c12)c3cc(OC)c(OC)cc3)c4ccc(cc4)C,65.8,0.9644085,-10.88,46.02
ZINC04684945,O=[N+](O)c3ccc(Nc1nc(OCC)nc(n1)NC2CCCCC2)cc3,66.4,0.7841938,-13.22,46.02
ZINC00803095,Clc1c(Cl)ccc(c1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93642414,-14.38,46.01
ZINC02471969,Fc1ccc(cc1)C5Nc2n(ncn2)C(c4ccc(OCc3ccccc3)cc4)C5,-1.0,0.93605834,-24.46,46.01
ZINC02918191,FC(F)Oc1ccc(cc1)C4n2ncnc2NC(c3cc(OC)ccc3)C4,-1.0,0.93611264,-20.31,46.01
ZINC72377860,O=C(N3CC(c1nc(ncc1)Nc2ncc(cc2)C)CCC3)C4CCC4,76.32,0.93199885,-15.35,46.01
ZINC72377860,O=C(N3CC(c1nc(ncc1)Nc2ncc(cc2)C)CCC3)C4CCC4,65.91,1.0603979,-17.37,46.01
ZINC95080280,O=C(O)c4ccc(c1nc(ncc1)Nc3ccc(N2CCOCC2)cc3)cc4,76.16,0.9051033,-14.49,46.0
ZINC38784437,S(C3NN2C(c1oc([N+](=O)O)cc1)C=C(N=C2N=3)C(=O)O)C,75.39,1.1767104,-4.23,46.0
ZINC38784437,S(C3NN2C(c1oc([N+](=O)O)cc1)C=C(N=C2N=3)C(=O)O)C,75.65,1.0728601,0.01,46.0
ZINC72377684,O=C(N3CC(c1nc(ncc1)Nc2ncccn2)CCC3)Cc4ccccc4,76.33,0.9436273,-16.26,45.99
ZINC06727281,o1c(nc2c1cccc2)c4ccc(Nc3nc(OC)nc(n3)NCC=C)cc4,-1.0,0.85173666,-7.59,45.99
ZINC10157161,O=c1n([nH]c2nccc(c12)c4cc3OCOc3cc4)c5ccc(cc5)C,55.97,0.99731725,-23.55,45.99
ZINC11842499,O1c4c(OC1)ccc(c2nc(nnc2)NC(Cn3ncnc3)C)c4,-1.0,1.0665399,-8.04,45.99
ZINC03642489,Brc1ccc(cc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,66.31,0.936229,-32.96,45.98
ZINC01130991,Clc1c(cccc1)C5Nc2n(nc(n2)N)C(c4ccc(OCc3ccccc3)cc4)C5,66.22,0.9409627,-25.98,45.98
ZINC09701541,o1c(nnc1c3cc2OCOc2cc3)NC(=O)Cc4c5c(ccc4)cccc5,-1.0,1.1447059,-17.66,45.98
ZINC09701541,o1c(nnc1c3cc2OCOc2cc3)NC(=O)Cc4c5c(ccc4)cccc5,55.84,1.0123209,-21.11,45.98
ZINC38575544,o1c(nnc1c2c(OC)cc(OC)cc2)NC(=O)c3c(oc(c3)C)C,-1.0,0.96137184,-17.88,45.98
ZINC40546356,s2c(SCc1nc(nc(n1)N)NCCCC)nnc2C,65.42,1.0399815,-11.42,45.98
ZINC40546356,s2c(SCc1nc(nc(n1)N)NCCCC)nnc2C,65.92,0.93420607,-11.26,45.98
ZINC18199386,O=[N+](O)c6ccc(c3c4c(=O)n([nH]c4nc2c1c(cccc1)C(=O)c23)c5ccccc5)cc6,-1.0,0.8357958,-22.93,45.97
ZINC18199386,O=[N+](O)c6ccc(c3c4c(=O)n([nH]c4nc2c1c(cccc1)C(=O)c23)c5ccccc5)cc6,-1.0,0.87060565,-25.12,45.97
ZINC06901606,O=C(c3cc2n1c(nnc1)c(nc2cc3)NCCC)c4ccccc4,-1.0,0.9456583,-19.54,45.97
ZINC94729072,Fc1c(nc(nc1)NCCC)c2ccc(OC(C)C)cc2,85.87,0.9779862,-22.02,45.97
ZINC02916472,Ic1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93652475,-24.7,45.96
ZINC02365986,Brc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.93635815,-14.22,45.96
ZINC02472237,Clc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3ccc(OCC)cc3)C4,66.31,0.9361748,-18.75,45.96
ZINC13131347,Fc1ccc(cc1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.9363039,-13.8,45.96
ZINC23659217,O(c1ccc(cc1)C(=O)C)Cc2nc(nc(n2)N)Nc3c(cccc3)CC,-1.0,1.1315227,-8.92,45.96
ZINC78789701,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NC(CCOC)C,75.89,1.0707344,-7.24,45.96
ZINC48354368,Fc1c(cccc1)C4Nc2n(ncn2)C(c3cc(ccc3)C#N)C4,-1.0,1.0275444,-10.78,45.96
ZINC48354368,Fc1c(cccc1)C4Nc2n(ncn2)C(c3cc(ccc3)C#N)C4,-1.0,0.82030797,-13.01,45.96
ZINC00803137,Clc1c(Cl)ccc(c1)C4Nc2n(nc(n2)N)C(c3cc(OC)c(OC)cc3)C4,-1.0,0.936424,-14.0,45.95
ZINC06623529,O=C(OCC)c3ccc(NCc1nc(nc(n1)N)Nc2c(cccc2)C)cc3,-1.0,1.106179,-14.18,45.95
ZINC16996289,Clc1c(cccc1)C=CC(=O)Nc2nn4c(n2)N=C(c3ccc(Cl)cc3)CC4c5ccc(OC)cc5,-1.0,1.2786926,-23.9,45.94
ZINC48354368,Fc1c(cccc1)C4Nc2n(ncn2)C(c3cc(ccc3)C#N)C4,-1.0,1.0533302,-9.9,45.94
ZINC94729351,Fc1c(nc(nc1)NCCC)c2c(cc(OC)cc2)C,85.87,0.9747764,-12.29,45.93
ZINC40178034,S(=O)(=O)(c2nc(oc2NCc1ccc(F)cc1)c3ccc(OCCC)cc3)c5cc4OCCOc4cc5,-1.0,0.87517303,-16.2,45.92
ZINC72373250,O4CCN(c3nccc(c2nc(nc(NCC(N(C)C)c1ccc(cc1)C)c2)C)c3)CC4,-1.0,0.9264654,-7.79,45.92
ZINC13699629,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)c3n(nc(c3)C)CC,-1.0,0.9911789,-9.88,45.92
ZINC13698871,o1c(nnc1c2cc(OCC)c(OCC)c(OCC)c2)NC(=O)c3n(ncc3)CC,-1.0,0.99123317,-9.93,45.92
ZINC58162251,S(=O)(=O)(c3ccc(n1nnnc1CNc2c(cc(F)cc2)C)cc3)C,-1.0,1.232537,-9.31,45.92
ZINC36680445,o1c(nnc1c2cc(OCC)c(OCC)cc2)NC(=O)c3n(ncc3)C,-1.0,0.95961744,-5.23,45.92
ZINC94729056,O(c2ccc(c1nc(nc(c1)C)NCCC)cc2)CCC,65.72,1.0256934,-16.42,45.92
ZINC72377904,Clc1ccc(cc1)CC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,76.54,0.87714756,-21.26,45.91
ZINC72377904,Clc1ccc(cc1)CC(=O)N4CC(c2nc(ncc2)Nc3ncc(cc3)C)CCC4,-1.0,0.9877268,-20.84,45.91
ZINC72377681,O=C(N3CC(c1nc(ncc1)Nc2ncc(cc2)C)CCC3)Cc4ccccc4,-1.0,0.98772687,-20.46,45.91
ZINC72377681,O=C(N3CC(c1nc(ncc1)Nc2ncc(cc2)C)CCC3)Cc4ccccc4,76.54,0.8771476,-21.62,45.91
ZINC37376034,O1c5c(OC1)ccc(c3nc(nc2nn(c(N)c23)C)NCC4OCCC4)c5,45.9,0.96270114,-12.96,45.91
ZINC09576162,Clc5ccc(n1[nH]c2nccc(c2c1=O)c4cc3OCOc3cc4)cc5,55.96,0.9972193,-22.75,45.91
ZINC02191157,s3c(SCc1nc(nc(n1)N)Nc2ccc(cc2)C)nnc3C,65.54,1.1029958,-9.65,45.91
ZINC00213227,FC(F)(F)c2nc(nc(c1ccc(OC)cc1)c2)NC3CCCC3,55.74,1.1213678,-23.89,45.91
ZINC05005458,o1c(ccc1)CNc2[n+](O)n(nc2[N+](=O)O)c3ccc(OC)cc3,66.1,0.9817772,-18.35,45.91
ZINC41121320,S(=O)(=O)(N)c3ccc(Nc2ncnc1[nH]c(nc12)C)cc3,86.56,0.85621536,1.35,45.91
ZINC08682903,O[n+]1n(nc([N+](=O)O)c1NCCc2cc(OC)c(OC)cc2)c3ccc(OC)cc3,66.21,0.87935615,-10.74,45.9
ZINC12196101,s1c(nc(c1)C(Nc2nncc(n2)c4cc3OCOc3cc4)C)C,-1.0,1.0336316,-11.11,45.9
ZINC57279110,S(=O)(=O)(NC)c3ccc(Nc2ncnc1[nH]c(nc12)C)cc3,86.55,0.8556903,-3.28,45.9
ZINC08682903,O[n+]1n(nc([N+](=O)O)c1NCCc2cc(OC)c(OC)cc2)c3ccc(OC)cc3,66.2,0.8793093,-12.29,45.89
ZINC02916553,O(c1c(OC)c(ccc1OC)C4n2nnnc2NC(c3cc(OC)ccc3)C4)C,-1.0,0.9403814,-10.06,45.89
ZINC04137795,s1c(nc2c1cc(F)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.55,1.0096263,-11.24,45.89
ZINC04137795,s1c(nc2c1cc(F)cc2)Nc3oc(nn3)c4c(OC)cc(OC)cc4,75.67,1.0053692,-9.18,45.89
ZINC20754183,O(c1c(OC)c(ccc1OC)C4n2nnnc2NC(c3cnccc3)C4)C,-1.0,0.94309914,-5.66,45.89
ZINC40980331,s4c(SCC3Nc1n(nnn1)C(c2ccc(OCC)cc2)C=3C(=O)OCC)nnc4c5ccccc5,-1.0,1.0520478,-1.26,45.88
ZINC72452556,O(Cc4nn3c(nnc(c1nc(ncc1)Nc2c(c(ccc2)C)C)c3C)n4)C,-1.0,1.0702008,-2.66,45.88
ZINC00616868,O(c1ccc(cc1)C4n2ncnc2NC(c3ccc(cc3)CC)C4)CC,66.31,0.93648064,-20.01,45.88
ZINC04351310,O(c1c(cccc1)C=NNc2nncc(n2)c3ccc(OC)cc3)C,-1.0,1.1211674,-14.06,45.87
ZINC04822039,O[n+]1n(nc([N+](=O)O)c1Nc2c(cc(cc2)C)C)c3ccc(OC)cc3,-1.0,0.78606606,-11.85,45.86
ZINC09778974,O(c1ccc(cc1)C(=O)C)Cc2nc(nc(n2)N)Nc3ccccc3,66.14,1.1294914,-17.66,45.86
ZINC54615724,O(c1ccc(cc1)C3n2ncnc2NC(=C3C(=O)Nc4cc(ccc4)C)C)CC(=O)N5CCOCC5,-1.0,1.0465536,-17.48,45.85
ZINC05400737,O=[N+](O)c3cc(c1nn(c(=O)cc1)CC(=O)NC2CCCC2)ccc3,76.01,1.01196,-7.44,45.85
ZINC16991800,s2c(NC(=O)C=Cc1ccccc1)c(c(c2Cc4cc3OCOc3cc4)C)C#N,-1.0,0.89415747,-34.53,45.84
ZINC10157166,Clc4ccc(n1[nH]c2nccc(c2c1=O)c3ccc([N+](=O)O)cc3)cc4,-1.0,0.8592878,-20.46,45.84
ZINC10157166,Clc4ccc(n1[nH]c2nccc(c2c1=O)c3ccc([N+](=O)O)cc3)cc4,-1.0,0.89568967,-19.71,45.84
ZINC65148041,O4C(C(=O)N3CC(c1nc(ncc1)Nc2cc(ccc2)C)CCC3)CCC4,-1.0,0.9315265,-23.59,45.84
ZINC09701504,o1c(nnc1c3cc2OCOc2cc3)NC(=O)C(c4ccccc4)c5ccccc5,-1.0,1.015731,-16.74,45.83
ZINC77523175,O(c3c(cc(c1nc(ncc1)NCc2nc(cc(n2)C)C)cc3)C(=O)O)CC,-1.0,0.91247934,-6.67,45.83
ZINC02919373,O=[N+](O)c1cc(ccc1)C4n2ncnc2NC(c3ccc(cc3)C(C)C)C4,56.21,0.87907696,-7.39,45.82
ZINC02914440,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3cc([N+](=O)O)ccc3)C4,56.21,0.879121,-6.35,45.82
ZINC92366256,Clc1nc(NCCC)cc(c1)C(=O)Nc2cc(ncc2)C,65.96,1.1602972,-19.81,45.82
ZINC65148423,Fc4cc(Nc1nc(ccn1)C3CN(C(=O)C2OCCC2)CCC3)ccc4,65.91,0.9317454,-13.22,45.81
ZINC15066253,O(c2c(OC)cc(c1nc(nnc1)NCCCOC(C)C)cc2OC)C,-1.0,1.0908982,-14.22,45.81
ZINC04757850,Brc3ccc(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)cc3,66.29,0.8873024,-11.87,45.8
ZINC16956018,s3c(SCc1nc(nc(n1)N)Nc2c(OC)ccc(OC)c2)nnc3N,65.58,1.106437,-7.77,45.8
ZINC02915366,Clc1ccc(cc1)C4Nc2n(ncn2)C(c3cc(OC)c(OCC)cc3)C4,-1.0,0.9363039,-17.54,45.8
ZINC04808229,Clc3ccc(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)cc3,66.29,0.88703305,-12.01,45.8
ZINC04922687,Fc3ccc(Nc1[n+](O)n(nc1[N+](=O)O)c2ccc(OC)cc2)cc3,-1.0,1.0498815,-11.75,45.8
ZINC02915414,Brc1cc(ccc1)C4Nc2n(nnn2)C(c3c(OC)cc(OC)cc3)C4,-1.0,0.939676,-7.39,45.79
ZINC32842542,s4c(c2cc1OCOc1cc2)cc(NC(=O)c3ncccc3)c4C(=O)OCC,-1.0,1.0815309,-19.63,45.79
ZINC09701631,o1c(nnc1c3cc2OCOc2cc3)NC(=O)Cc4c(cc(cc4)C)C,56.04,1.030707,-17.49,45.79
ZINC45948993,O=C(O)c3nn(c1nc(nc(c1)COC)Nc2ccccc2)cc3,66.15,0.8960794,-9.19,45.79
ZINC09814493,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)Cc3cc2OCOc2cc3)cc4)C(C)C,85.84,0.9895532,-7.72,45.78
ZINC09814493,S(=O)(=O)(c4ccc(c1oc(nn1)NC(=O)Cc3cc2OCOc2cc3)cc4)C(C)C,85.83,0.98987,-12.2,45.78
ZINC02951511,s1c(ncc1)NC(=O)c3c(oc2c(cc([N+](=O)O)cc2)c3)=Nc4ccc(F)cc4,-1.0,0.9863827,-13.74,45.78
ZINC02951511,s1c(ncc1)NC(=O)c3c(oc2c(cc([N+](=O)O)cc2)c3)=Nc4ccc(F)cc4,-1.0,1.0892092,-16.35,45.78
ZINC20796753,O(c5ccc(n2nc(Nc1ccccc1)c4c2CC(c3ccccc3)CC4=O)cc5)C,-1.0,0.8919022,-22.3,45.78
ZINC08613017,FC(F)(F)Oc3ccc(n2nc(Nc1cc(OCC)ccc1)c(n2)C(=O)C)cc3,76.14,0.8545361,-31.38,45.78
ZINC36694030,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)c2n(nc(c2)C)C(C)C)cc3)CC,-1.0,1.0464902,-9.0,45.78
ZINC72440405,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3c(cccc3)C)cc4,-1.0,0.7900356,-15.25,45.78
ZINC72440405,O=[N+](O)c4ccc(c1c2c(=O)[nH]c(nc2ncc1)Nc3c(cccc3)C)cc4,-1.0,0.95110804,-14.48,45.78
ZINC09814467,S(=O)(=O)(c3ccc(c1oc(nn1)NC(=O)C2OCCC2)cc3)C(C)C,75.88,0.9274437,-1.73,45.78
ZINC92071128,O=C(Nc1nn(cn1)Cc2ccc(cc2)C#N)NCc3nn(cn3)C,55.54,1.2547989,-2.9,45.78
ZINC02760487,S(c1cc([N+](=O)O)cc(NC(=O)C)c1)CC(O)CO,55.14,1.1559722,5.77,45.78
